0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002265932,0,0.001727621,0,0,0,0.001406859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016787,0,0,0,0,0,0.002611473,0.000169453,0,0,0,0,0,0,0,0,0,0,0,1.19156E-05,0,0,0,4.19959E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002933042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108684,0,0,0,0,1.12064E-07,0,0,0,0,0,3.29275E-05,0,0,0,0,0,0,0,0,0.000174602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20211E-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480147,0,0,0,0,0,0,0,0,0,0.000112448,0,0,0,0,0,0,0,0,1.15334E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110618,0.000128416,0.000242429,0.000695099,0.000204473,0,0,0,0,0.005228247,0.002973273,4.42814E-05,0.004222426,0,2.71946E-05,0.00018147,0,6.47528E-05,0,0.001498956,0,1.61748E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83021E-08,0,0,0,0,0,0,0,0,0,0,0,1.02353E-06,6.40821E-07,0,0
4.67075E-05,1.85431E-05,9.94413E-05,4.05988E-05,1.85274E-05,3.03272E-05,1.59845E-05,1.36628E-05,0,7.52698E-06,0,0,0,0,2.91104E-05,0.000103241,0,0.000143112,0,0.000116846,2.08274E-05,0.000323293,7.21098E-05,0.00015022,3.83418E-07,4.45899E-05,1.64305E-05,0,3.52184E-05,0.000202714,3.612E-05,2.17951E-05,0.000180883,2.45164E-05,2.69722E-05,2.79475E-05,3.69172E-05,3.73882E-06,5.96968E-05,5.45558E-05,3.88141E-05,3.53659E-05,3.76706E-05,0.000193213,0.000240066,0.00011514,5.80911E-05,1.24393E-05,9.92496E-05,3.09944E-05,4.51392E-05,2.09644E-05,1.49252E-05,3.35998E-06,1.67446E-05,0.000108865,0.000126904,3.01152E-05,6.13484E-05,2.54513E-06,2.91847E-05,0.0001036,1.0976E-05,5.29608E-05,6.61895E-06,0.000197356,0.0001095,5.08234E-05,0.000221522,0.000132773,0.000441497,0.000103514,6.76788E-05,5.43781E-05,6.35279E-05,0.000109086,4.48481E-05,9.6449E-05,0.000195146,6.45153E-06,7.99808E-06,1.03815E-05,2.85949E-05,9.72843E-05,5.65716E-05,6.06592E-05,5.27868E-05,0.000312327,0.000275364,0.000220625,1.93259E-05,1.93327E-05,7.05102E-05,2.70343E-06,1.50437E-06,6.78498E-07,0.000109845,0,1.6742E-05,4.41631E-05,3.01091E-05,6.54423E-05,0.000221635,6.43628E-05,2.30514E-05,4.53429E-05,0,6.02936E-05,3.91635E-05,4.08892E-06,9.34552E-06,1.09511E-06,0.000161966,1.04702E-05,2.2769E-05,7.15983E-06,2.6904E-05,8.26764E-05,0,0.000160572,7.62873E-05,3.06014E-05,0
9.96197E-05,4.4034E-05,7.07511E-05,0.00028827,0.00010327,8.75494E-05,4.52563E-05,0.000268821,0,1.80195E-05,1.2389E-05,0,0,0.003356062,0.000230694,0.000236394,0,2.07077E-05,6.31374E-05,0.000267904,5.46797E-05,0.000303684,2.32088E-05,9.15788E-06,3.34077E-07,0,1.71644E-05,0,3.84343E-05,0.000178148,6.55976E-05,2.27235E-05,0.000315212,3.1596E-05,5.00388E-05,3.87733E-05,0.000183575,6.86636E-06,0.00011055,0.000157595,2.64015E-05,0.000141289,5.03418E-05,1.73194E-05,4.01451E-05,0.000123012,0.000246626,1.17314E-05,0.000165771,0.000163945,7.94305E-05,5.23226E-05,1.12787E-05,0.00011781,1.05886E-05,0.000135445,0.000155288,3.56176E-05,3.99244E-05,3.28987E-06,2.51584E-05,0.00010986,1.04041E-05,0.000120753,1.84317E-05,0.000195967,0.000120884,4.66223E-05,0.000280593,0.000105884,0.001565604,9.46886E-05,5.14445E-05,5.86064E-05,5.72116E-05,6.49538E-05,2.87956E-05,0.000211619,0.000190304,0.000363333,0.000634343,5.37354E-05,6.79315E-05,0.000327857,0.000445751,0.000115952,0.00021816,0.001795706,0.002775107,0.000546469,5.25385E-05,0.000144816,0.000242911,7.02494E-05,3.29934E-07,0,0,0,2.10136E-05,9.11953E-05,4.33648E-05,0.000118718,0.000236457,6.35013E-05,6.01534E-05,8.49886E-05,0,5.6566E-06,6.51108E-05,0.000112986,0.000111272,2.73885E-06,0.000128175,0.00017809,1.84691E-05,2.49538E-05,1.79921E-05,7.82072E-05,0,0,0,7.65335E-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132996,0,0,0,6.79899E-05,0,0,0,0,0,0.000561349,1.14799E-05,0,0,0,0,0.000109799,0,0.002430496,0.000273971,0.000377329,0,2.55425E-06,2.63677E-06,3.19716E-05,0,0,0,0,8.49099E-08,0,0,0,0,0,0,0,0,1.82473E-07,0,0,0,0.001214305,0,0.000670117,0,0,0.000737052,6.92132E-05,0,0,0,0,0.002119982,3.33582E-07,0,0,0,0,0.000615944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101143,0,0,0,0,0,0,0,0,0,0.002911497,0,0,0,0,0,0,0,0,0,1.88427E-07,0,0,0,0,0,9.54579E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21981E-06,0,0,0,0,8.40881E-05,0,0,0,0,1.55191E-07,2.00839E-06,0,4.7267E-08,0,0,0,1.1186E-08,2.9486E-06,1.34306E-07,1.65612E-05,3.87703E-06,3.25335E-05,5.99094E-08,0,0,0,8.71352E-07,0,0,0,0,0,0,0,0,2.04128E-08,0,0,5.54162E-07,0,2.30159E-08,0,0,0,3.55573E-06,0,0,0,0,0,0,0,9.96462E-07,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69519E-07,0,0,0,0,4.71564E-05,0,0,0,0.000964886,0,0.000200444,8.98593E-05,0,2.37241E-05,0,0,0,0,0,0,0,1.05794E-06,9.87589E-05,0,0.000382699,0,0.000250639,0,8.22035E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73814E-10,0,1.24159E-06,0,0,0,0,0,0,1.68312E-07,0,0,1.31434E-06,1.288E-06,0,0
3.40494E-05,0,0,0,0,0,0,0,0,6.20645E-06,4.51796E-05,0,0,3.46949E-05,0,0,0,0,0,0,2.11563E-05,0.000118977,2.85317E-05,6.17073E-06,8.971E-05,0.000124195,2.74693E-05,0.000123838,9.15619E-05,2.00631E-05,4.68678E-05,2.56951E-05,0.000102639,4.17178E-05,1.31127E-05,1.98337E-05,3.13975E-05,2.14309E-06,5.58573E-05,0.000162288,5.40245E-05,3.00942E-05,2.22449E-05,2.7514E-05,5.62551E-05,3.89394E-05,0.000206149,3.292E-05,9.05668E-05,5.32889E-05,6.92564E-05,6.45859E-05,3.42446E-05,3.02274E-05,4.58255E-05,7.3133E-05,8.7511E-05,0.000113403,6.90237E-05,6.99935E-05,2.17897E-05,5.6844E-05,4.29755E-05,3.1714E-05,6.96949E-05,0.000152822,6.57837E-05,0.000109692,7.09742E-05,7.94178E-05,3.3002E-05,4.48557E-05,0.000135191,9.16632E-06,4.93105E-05,4.55089E-05,2.30307E-05,7.43782E-05,8.88906E-05,1.77467E-05,0.000665749,4.20923E-06,0.000130644,3.5393E-05,5.04938E-05,0.000127407,3.94591E-05,1.09104E-05,1.74111E-05,3.78807E-06,5.3102E-05,0.000128724,1.69566E-05,2.2747E-05,4.52582E-05,1.29533E-05,2.43767E-05,0,4.15019E-05,1.66218E-05,7.61801E-06,2.01366E-05,5.66216E-06,8.07152E-06,2.58969E-05,1.36179E-05,0,6.82587E-05,6.42899E-05,1.80859E-05,7.4345E-06,1.14285E-05,5.13993E-05,7.5352E-05,0.000163255,0.000169864,0.000111588,0.000113993,0,9.59687E-05,3.19092E-05,4.09412E-05,0
